Ticker,Quandl_Code,Name,Exchange,Last Trade Date
CIT,EOD/CIT,CIT Group Inc (DEL),NYSE,22-05-20
CIT.P.B,EOD/CIT_P_B,CIT Group Inc (DEL) 5.625 % Non-Cumulative Perpetual Preferred Stock Series B,NYSE,22-05-20
CIVB,EOD/CIVB,Civista Bancshares Inc.,NASDAQ,22-05-20
CIX,EOD/CIX,CompX International Inc.,NYSE MKT,22-05-20
CIZ,EOD/CIZ,Compass EMP International 500 Enhanced Volatility,NASDAQ,22-05-20
CIZN,EOD/CIZN,Citizens Holding Company,NASDAQ,22-05-20
CJJD,EOD/CJJD,China Jo-Jo Drugstores Inc.,NASDAQ,22-05-20
CKH,EOD/CKH,SEACOR Holdings Inc.,NYSE,22-05-20
CKPT,EOD/CKPT,Checkpoint Therapeutics Inc.,NASDAQ,22-05-20
CKX,EOD/CKX,CKX Lands Inc.,NYSE MKT,22-05-20
CL,EOD/CL,Colgate-Palmolive Company,NYSE,22-05-20
CLAR,EOD/CLAR,Clarus Corporation,NASDAQ,22-05-20
CLB,EOD/CLB,Core Laboratories N.V.,NYSE,22-05-20
CLBK,EOD/CLBK,Columbia Financial Inc.,NASDAQ,22-05-20
CLBS,EOD/CLBS,Caladrius Biosciences Inc.,NASDAQ,22-05-20
CLCT,EOD/CLCT,Collectors Universe Inc.,NASDAQ,22-05-20
CLDB,EOD/CLDB,Cortland Bancorp,NASDAQ,22-05-20
CLDR,EOD/CLDR,Cloudera Inc.,NYSE,22-05-20
CLDT,EOD/CLDT,Chatham Lodging Trust (REIT) of Beneficial Interest,NYSE,22-05-20
CLDX,EOD/CLDX,Celldex Therapeutics Inc.,NASDAQ,22-05-20
CLEU,EOD/CLEU,China Liberal Education Holdings Limited,NASDAQ,22-05-20
CLF,EOD/CLF,Cleveland-Cliffs Inc.,NYSE,22-05-20
CLFD,EOD/CLFD,Clearfield Inc.,NASDAQ,22-05-20
CLGN,EOD/CLGN,CollPlant Biotechnologies Ltd.,NASDAQ,22-05-20
CLGX,EOD/CLGX,CoreLogic Inc.,NYSE,22-05-20
CLH,EOD/CLH,Clean Harbors Inc.,NYSE,22-05-20
CLI,EOD/CLI,Mack-Cali Realty Corporation,NYSE,22-05-20
CLIR,EOD/CLIR,ClearSign Technologies Corporation,NASDAQ,22-05-20
CLIX,EOD/CLIX,ProShares Long Online/Short Stores,NYSE Arca,22-05-20
CLLS,EOD/CLLS,Cellectis S.A.,NASDAQ,22-05-20
CLM,EOD/CLM,Cornerstone Strategic Value Fund Inc.,NYSE MKT,22-05-20
CLMT,EOD/CLMT,Calumet Specialty Products Partners L.P.,NASDAQ,22-05-20
CLNC,EOD/CLNC,Colony Credit Real Estate Inc. Class A,NYSE,22-05-20
CLNE,EOD/CLNE,Clean Energy Fuels Corp.,NASDAQ,22-05-20
CLNY,EOD/CLNY,Colony Capital Inc.,NYSE,22-05-20
CLNY.P.G,EOD/CLNY_P_G,Colony Capital Inc. 7.50% Series G cumulative redeemable perpetual preferred stock,NYSE,22-05-20
CLNY.P.H,EOD/CLNY_P_H,Colony Capital Inc. 7.125% Series H cumulative redeemable perpetual preferred stock,NYSE,22-05-20
CLNY.P.I,EOD/CLNY_P_I,Colony Capital Inc. 7.15% Series I Cumulative Redeemable Perpetual Preferred Stock,NYSE,22-05-20
CLNY.P.J,EOD/CLNY_P_J,Colony Capital Inc. 7.125% Series J Cumulative Redeemable Perpetual Preferred Stock,NYSE,22-05-20
CLOU,EOD/CLOU,Global X Cloud Computing ETF,NASDAQ,22-05-20
CLPR,EOD/CLPR,Clipper Realty Inc.,NYSE,22-05-20
CLPS,EOD/CLPS,CLPS Incorporation,NASDAQ,22-05-20
CLPT,EOD/CLPT,"ClearPoint Neuro, Inc.",NYSE MKT,22-05-20
CLR,EOD/CLR,Continental Resources Inc.,NYSE,22-05-20
CLRB,EOD/CLRB,Cellectar Biosciences Inc.,NASDAQ,22-05-20
CLRBZ,EOD/CLRBZ,Cellectar Biosciences Inc. Series A Warrants,NASDAQ,22-05-20
CLRG,EOD/CLRG,IQ Chaikin U.S. Large Cap ETF,NASDAQ,21-05-20
CLRO,EOD/CLRO,ClearOne Inc.,NASDAQ,22-05-20
CLS,EOD/CLS,Celestica Inc.,NYSE,22-05-20
CLSD,EOD/CLSD,Clearside Biomedical Inc.,NASDAQ,22-05-20
CLSK,EOD/CLSK,CleanSpark Inc.,NASDAQ,22-05-20
CLSN,EOD/CLSN,Celsion Corporation,NASDAQ,22-05-20
CLTL,EOD/CLTL,Invesco Treasury Collateral,NYSE Arca,22-05-20
CLUB,EOD/CLUB,Town Sports International Holdings Inc.,NASDAQ,22-05-20
CLVS,EOD/CLVS,Clovis Oncology Inc.,NASDAQ,22-05-20
CLW,EOD/CLW,Clearwater Paper Corporation,NYSE,22-05-20
CLWT,EOD/CLWT,Euro Tech Holdings Company Limited,NASDAQ,22-05-20
CLX,EOD/CLX,Clorox Company (The),NYSE,22-05-20
CLXT,EOD/CLXT,Calyxt Inc.,NASDAQ,22-05-20
CM,EOD/CM,Canadian Imperial Bank of Commerce,NYSE,22-05-20
CMA,EOD/CMA,Comerica Incorporated,NYSE,22-05-20
CMBM,EOD/CMBM,Cambium Networks Corporation,NASDAQ,22-05-20
CMBS,EOD/CMBS,iShares CMBS Bond,NYSE Arca,22-05-20
CMC,EOD/CMC,Commercial Metals Company,NYSE,22-05-20
CMCL,EOD/CMCL,Caledonia Mining Corporation Plc,NYSE MKT,22-05-20
CMCM,EOD/CMCM,Cheetah Mobile Inc. American Depositary Shares each representing 10 Class,NYSE,22-05-20
CMCO,EOD/CMCO,Columbus McKinnon Corporation,NASDAQ,22-05-20
CMCSA,EOD/CMCSA,Comcast Corporation Class A Common Stock,NASDAQ,22-05-20
CMCT,EOD/CMCT,CIM Commercial Trust Corporation,NASDAQ,22-05-20
CMCTP,EOD/CMCTP,CIM Commercial Trust Corporation Series L Preferred Stock,NASDAQ,21-05-20
CMD,EOD/CMD,Cantel Medical Corp.,NYSE,22-05-20
CMDY,EOD/CMDY,iShares Bloomberg Roll Select Commodity Strategy,NYSE Arca,22-05-20
CME,EOD/CME,CME Group Inc.,NASDAQ,22-05-20
CMF,EOD/CMF,iShares California Muni Bond,NYSE Arca,22-05-20
CMFNL,EOD/CMFNL,Investcorp Credit Management BDC Inc. 6.125% Notes due 2023,NASDAQ,22-05-20
CMG,EOD/CMG,Chipotle Mexican Grill Inc.,NYSE,22-05-20
CMI,EOD/CMI,Cummins Inc.,NYSE,22-05-20
CMLS,EOD/CMLS,Cumulus Media Inc.,NASDAQ,22-05-20
CMO,EOD/CMO,Capstead Mortgage Corporation,NYSE,22-05-20
CMO.P.E,EOD/CMO_P_E,Capstead Mortgage Corporation Pfd Ser E,NYSE,22-05-20
CMP,EOD/CMP,Compass Minerals Intl Inc,NYSE,22-05-20
CMPR,EOD/CMPR,Cimpress plc,NASDAQ,22-05-20
CMRE,EOD/CMRE,Costamare Inc. $0.0001 par value,NYSE,22-05-20
CMRE.P.B,EOD/CMRE_P_B,Costamare Inc. Perpetual Preferred Stock Series B (Marshall Islands),NYSE,22-05-20
CMRE.P.C,EOD/CMRE_P_C,Costamare Inc. Perpetual Preferred Series C (Marshall Islands),NYSE,22-05-20
CMRE.P.D,EOD/CMRE_P_D,Costamare Inc. 8.75% Series D Cumulative Redeemable Perpetual Preferred Stock,NYSE,22-05-20
CMRE.P.E,EOD/CMRE_P_E,Costamare Inc. 8.875% Series E Cumulative Redeemable Perpetual Preferred Stock par value $0.0001,NYSE,22-05-20
CMRX,EOD/CMRX,Chimerix Inc.,NASDAQ,22-05-20
CMS,EOD/CMS,CMS Energy Corporation,NYSE,22-05-20
CMS.P.B,EOD/CMS_P_B,CMS Energy Corporation Preferred Stock,NYSE,22-05-20
CMSA,EOD/CMSA,CMS Energy Corporation 5.625% Junior Subordinated Notes due 2078,NYSE,22-05-20
CMSC,EOD/CMSC,CMS Energy Corporation 5.875% Junior Subordinated Notes due 2078,NYSE,22-05-20
CMSD,EOD/CMSD,CMS Energy Corporation 5.875% Junior Subordinated Notes due 2079,NYSE,22-05-20
CMT,EOD/CMT,Core Molding Technologies Inc,NYSE MKT,22-05-20
CMTL,EOD/CMTL,Comtech Telecommunications Corp.,NASDAQ,22-05-20
CMU,EOD/CMU,MFS Municipal Income Trust,NYSE,22-05-20
CN,EOD/CN,Xtrackers MSCI All China Equity,NYSE Arca,22-05-20
CNA,EOD/CNA,CNA Financial Corporation,NYSE,22-05-20
CNAT,EOD/CNAT,Conatus Pharmaceuticals Inc.,NASDAQ,22-05-20
CNBKA,EOD/CNBKA,Century Bancorp Inc. Class A Common Stock,NASDAQ,22-05-20
CNBS,EOD/CNBS,Amplify Seymour Cannabis,NYSE Arca,22-05-20
CNC,EOD/CNC,Centene Corporation,NYSE,22-05-20
CNCE,EOD/CNCE,Concert Pharmaceuticals Inc.,NASDAQ,22-05-20
CNCR,EOD/CNCR,Loncar Cancer Immunotherapy ETF,NASDAQ,22-05-20
CNDT,EOD/CNDT,Conduent Incorporated,NYSE,22-05-20
CNET,EOD/CNET,ChinaNet Online Holdings Inc.,NASDAQ,22-05-20
CNF,EOD/CNF,CNFinance Holdings Limited American Depositary Shares each representing twenty (20),NYSE,22-05-20
CNFR,EOD/CNFR,Conifer Holdings Inc.,NASDAQ,22-05-20
CNFRL,EOD/CNFRL,Conifer Holdings Inc. Senior Unsecured Notes,NASDAQ,22-05-20
CNHI,EOD/CNHI,CNH Industrial N.V.,NYSE,22-05-20
CNI,EOD/CNI,Canadian National Railway Company,NYSE,22-05-20
CNK,EOD/CNK,Cinemark Holdings Inc Inc.,NYSE,22-05-20
CNMD,EOD/CNMD,Conmed Corp. - Ordinary Shares,NASDAQ,22-05-20
CNNB,EOD/CNNB,Cincinnati Bancorp Inc.,NASDAQ,22-05-20
CNNE,EOD/CNNE,Cannae Holdings Inc.,NYSE,22-05-20
CNO,EOD/CNO,CNO Financial Group Inc.,NYSE,22-05-20
CNOB,EOD/CNOB,ConnectOne Bancorp Inc.,NASDAQ,22-05-20
CNP,EOD/CNP,CenterPoint Energy Inc (Holding Co),NYSE,22-05-20
CNP.P.B,EOD/CNP_P_B,CenterPoint Energy Inc. Depositary Shares Series B,NYSE,22-05-20
CNQ,EOD/CNQ,Canadian Natural Resources Limited,NYSE,22-05-20
CNR,EOD/CNR,Cornerstone Building Brands Inc.,NYSE,22-05-20
CNRG,EOD/CNRG,SPDR S&P Kensho Clean Power,NYSE Arca,22-05-20
CNS,EOD/CNS,Cohen & Steers Inc,NYSE,22-05-20
CNSL,EOD/CNSL,Consolidated Communications Holdings Inc.,NASDAQ,22-05-20
CNSP,EOD/CNSP,CNS Pharmaceuticals Inc.,NASDAQ,04-05-20
CNST,EOD/CNST,Constellation Pharmaceuticals Inc.,NASDAQ,22-05-20
CNTG,EOD/CNTG,Centogene N.V.,NASDAQ,22-05-20
CNTY,EOD/CNTY,Century Casinos Inc.,NASDAQ,22-05-20
CNX,EOD/CNX,CNX Resources Corporation,NYSE,22-05-20
CNXM,EOD/CNXM,CNX Midstream Partners LP representing limited partner interests,NYSE,22-05-20
CNXN,EOD/CNXN,PC Connection Inc.,NASDAQ,22-05-20
CNXT,EOD/CNXT,VanEck Vectors ChinaAMC SME-ChNext,NYSE Arca,22-05-20
CNY,EOD/CNY,Market Vectors Chinese Renminbi/USD ETN,NYSE Arca,30-03-20
CO,EOD/CO,Global Cord Blood Corporation,NYSE,22-05-20
COCP,EOD/COCP,Cocrystal Pharma Inc.,NASDAQ,22-05-20
CODA,EOD/CODA,Coda Octopus Group Inc.,NASDAQ,22-05-20
CODI,EOD/CODI,Compass Diversified Holdings Shares of Beneficial Interest,NYSE,22-05-20
CODI.P.A,EOD/CODI_P_A,Compass Diversified Holdings 7.250% Series A Preferred Shares representing beneficial interest in,NYSE,22-05-20
CODI.P.B,EOD/CODI_P_B,Compass Diversified Holdings 7.875% Series B Fixed-to-Floating Rate Cumulative Preferred Shares representing beneficial interests in,NYSE,22-05-20
CODI.P.C,EOD/CODI_P_C,Compass Diversified Holdings 7.875% Series C Cumulative Preferred Shares,NYSE,22-05-20
CODX,EOD/CODX,Co-Diagnostics Inc.,NASDAQ,22-05-20
COE,EOD/COE,China Online Education Group American depositary shares each representing 15 Class A,NYSE,22-05-20
COF,EOD/COF,Capital One Financial Corporation,NYSE,22-05-20
COF.P.F,EOD/COF_P_F,Capital One Financial Corporation Depositary Shares Series F,NYSE,22-05-20
COF.P.G,EOD/COF_P_G,Capital One Financial Corporation Depositary Shares Series G,NYSE,22-05-20
COF.P.H,EOD/COF_P_H,Capital One Financial Corporation Depositary Shares Series H,NYSE,22-05-20
COF.P.I,EOD/COF_P_I,Capital One Financial Corporation Depositary shares Series I,NYSE,22-05-20
COF.P.J,EOD/COF_P_J,Capital One Financial Corporation Depositary Shares Series J,NYSE,22-05-20
COFS,EOD/COFS,ChoiceOne Financial Services Inc.,NASDAQ,22-05-20
COG,EOD/COG,Cabot Oil & Gas Corporation,NYSE,22-05-20
COHN,EOD/COHN,Cohen & Company Inc.,NYSE MKT,22-05-20
COHR,EOD/COHR,Coherent Inc.,NASDAQ,22-05-20
COHU,EOD/COHU,Cohu Inc.,NASDAQ,22-05-20
COKE,EOD/COKE,Coca-Cola Consolidated Inc.,NASDAQ,22-05-20
COLB,EOD/COLB,Columbia Banking System Inc.,NASDAQ,22-05-20
COLD,EOD/COLD,Americold Realty Trust,NYSE,22-05-20
COLL,EOD/COLL,Collegium Pharmaceutical Inc.,NASDAQ,22-05-20
COLM,EOD/COLM,Columbia Sportswear Company,NASDAQ,22-05-20
COM,EOD/COM,Direxion Auspice Broad Commodity Strategy,NYSE Arca,22-05-20
COMB,EOD/COMB,GraniteShares Bloomberg Commodity Broad Strategy No K-1,NYSE Arca,22-05-20
COMM,EOD/COMM,CommScope Holding Company Inc.,NASDAQ,22-05-20
COMT,EOD/COMT,iShares Commodities Select Strategy ETF,NASDAQ,22-05-20
CONE,EOD/CONE,CyrusOne Inc,NASDAQ,22-05-20
CONN,EOD/CONN,Conn's Inc.,NASDAQ,22-05-20
COO,EOD/COO,The Cooper Companies Inc.,NYSE,22-05-20
COOP,EOD/COOP,Mr. Cooper Group Inc.,NASDAQ,22-05-20
COP,EOD/COP,ConocoPhillips,NYSE,22-05-20
COPX,EOD/COPX,Global X Copper Miners,NYSE Arca,22-05-20
COR,EOD/COR,CoreSite Realty Corporation,NYSE,22-05-20
CORE,EOD/CORE,Core-Mark Holding Company Inc.,NASDAQ,22-05-20
CORN,EOD/CORN,Teucrium Corn Fund ETV,NYSE Arca,22-05-20
CORP,EOD/CORP,Pimco Investment Grade Corporate Bond Index Exchange-Traded Fund,NYSE Arca,22-05-20
CORR,EOD/CORR,CorEnergy Infrastructure Trust Inc.,NYSE,22-05-20
CORR.P.A,EOD/CORR_P_A,CorEnergy Infrastructure Trust Inc. Depositary Shares Series A,NYSE,22-05-20
CORT,EOD/CORT,Corcept Therapeutics Incorporated,NASDAQ,22-05-20
CORV,EOD/CORV,Correvio Pharma Corp.,NASDAQ,22-05-20
COST,EOD/COST,Costco Wholesale Corporation,NASDAQ,22-05-20
COTY,EOD/COTY,Coty Inc. Class A,NYSE,22-05-20
COUP,EOD/COUP,Coupa Software Incorporated,NYSE,22-05-20
COW,EOD/COW,iPathA Series B Bloomberg Livestock Subindex Total Return ETN,NYSE Arca,22-05-20
COWN,EOD/COWN,Cowen Inc.,NASDAQ,22-05-20
COWNL,EOD/COWNL,Cowen Inc. 7.75% Senior Notes due 2033,NASDAQ,22-05-20
COWNZ,EOD/COWNZ,Cowen Inc. 7.35% Senior Notes Due 2027,NASDAQ,22-05-20
CP,EOD/CP,Canadian Pacific Railway Limited,NYSE,22-05-20
CPA,EOD/CPA,Copa Holdings S.A. Class A,NYSE,22-05-20
CPAA,EOD/CPAA,Conyers Park II Acquisition Corp.,NASDAQ,22-05-20
CPAAU,EOD/CPAAU,Conyers Park II Acquisition Corp. Unit,NASDAQ,19-05-20
CPAAW,EOD/CPAAW,Conyers Park II Acquisition Corp. Warrant,NASDAQ,20-05-20
CPAC,EOD/CPAC,Cementos Pacasmayo S.A.A. American Depositary Shares (Each representing five),NYSE,22-05-20
CPAH,EOD/CPAH,CounterPath Corporation,NASDAQ,22-05-20
CPB,EOD/CPB,Campbell Soup Company,NYSE,22-05-20
CPE,EOD/CPE,Callon Petroleum Company,NYSE,22-05-20
CPER,EOD/CPER,United States Copper Index Fund ETV,NYSE Arca,22-05-20
CPF,EOD/CPF,Central Pacific Financial Corp New,NYSE,22-05-20
CPG,EOD/CPG,Crescent Point Energy Corporation (Canada),NYSE,22-05-20
CPHC,EOD/CPHC,Canterbury Park Holding Corporation,NASDAQ,22-05-20
CPHI,EOD/CPHI,China Pharma Holdings Inc.,NYSE MKT,22-05-20
CPI,EOD/CPI,IQ Real Return,NYSE Arca,22-05-20
CPIX,EOD/CPIX,Cumberland Pharmaceuticals Inc.,NASDAQ,22-05-20
CPK,EOD/CPK,Chesapeake Utilities Corporation,NYSE,22-05-20
CPLG,EOD/CPLG,CorePoint Lodging Inc.,NYSE,22-05-20
CPLP,EOD/CPLP,Capital Product Partners L.P.,NASDAQ,22-05-20
CPRI,EOD/CPRI,Capri Holdings Limited,NYSE,22-05-20
CPRT,EOD/CPRT,Copart Inc.,NASDAQ,22-05-20
CPRX,EOD/CPRX,Catalyst Pharmaceuticals Inc.,NASDAQ,22-05-20
CPS,EOD/CPS,Cooper-Standard Holdings Inc.,NYSE,22-05-20
CPSH,EOD/CPSH,CPS Technologies Corp.,NASDAQ,22-05-20
CPSI,EOD/CPSI,Computer Programs and Systems Inc.,NASDAQ,22-05-20
CPSS,EOD/CPSS,Consumer Portfolio Services Inc.,NASDAQ,22-05-20
CPST,EOD/CPST,Capstone Turbine Corporation,NASDAQ,22-05-20
CPT,EOD/CPT,Camden Property Trust,NYSE,22-05-20
CPTA,EOD/CPTA,Capitala Finance Corp.,NASDAQ,22-05-20
CPTAG,EOD/CPTAG,Capitala Finance Corp. 5.75% Convertible Notes Due 2022,NASDAQ,22-05-20
CPTAL,EOD/CPTAL,Capitala Finance Corp. 6% Notes Due 2022,NASDAQ,22-05-20
CPZ,EOD/CPZ,Calamos Long/Short Equity & Dynamic Income Trust,NASDAQ,22-05-20
CQP,EOD/CQP,Cheniere Energy Partners LP,NYSE MKT,22-05-20
CQQQ,EOD/CQQQ,Invesco China Technology,NYSE Arca,22-05-20
CR,EOD/CR,Crane Co.,NYSE,22-05-20
CRAI,EOD/CRAI,CRA InternationalInc.,NASDAQ,22-05-20
CRAK,EOD/CRAK,VanEck Vectors Oil Refiners,NYSE Arca,22-05-20
CRBN,EOD/CRBN,iShares MSCI ACWI Low Carbon Target,NYSE Arca,22-05-20
CRBP,EOD/CRBP,Corbus Pharmaceuticals Holdings Inc.,NASDAQ,22-05-20
CRC,EOD/CRC,California Resources Corporation,NYSE,22-05-20
CRD.A,EOD/CRD_A,Crawford & Company,NYSE,22-05-20
CRD.B,EOD/CRD_B,Crawford & Company,NYSE,22-05-20
CRDF,EOD/CRDF,Cardiff Oncology Inc.,NASDAQ,22-05-20
CREE,EOD/CREE,Cree Inc.,NASDAQ,22-05-20
CREG,EOD/CREG,China Recycling Energy Corporation,NASDAQ,22-05-20
CRESY,EOD/CRESY,Cresud S.A.C.I.F. y A. American Depositary Shares each representing ten shares of Common Stock,NASDAQ,22-05-20
CREX,EOD/CREX,Creative Realities Inc.,NASDAQ,22-05-20
CREXW,EOD/CREXW,Creative Realities Inc. Warrant,NASDAQ,22-05-20
CRF,EOD/CRF,Cornerstone Total Return Fund Inc. (The),NYSE MKT,22-05-20
CRH,EOD/CRH,CRH PLC American Depositary Shares,NYSE,22-05-20
CRHM,EOD/CRHM,CRH Medical Corporation of Beneficial Interest,NYSE MKT,22-05-20
CRI,EOD/CRI,Carter's Inc.,NYSE,22-05-20
CRIS,EOD/CRIS,Curis Inc.,NASDAQ,22-05-20
CRK,EOD/CRK,Comstock Resources Inc.,NYSE,22-05-20
CRL,EOD/CRL,Charles River Laboratories International Inc.,NYSE,22-05-20
CRM,EOD/CRM,Salesforce.com Inc,NYSE,22-05-20
CRMD,EOD/CRMD,CorMedix Inc.,NYSE MKT,22-05-20
CRMT,EOD/CRMT,America's Car-Mart Inc.,NASDAQ,22-05-20
CRNC,EOD/CRNC,Cerence Inc.,NASDAQ,22-05-20
CRNT,EOD/CRNT,Ceragon Networks Ltd.,NASDAQ,22-05-20
CRNX,EOD/CRNX,Crinetics Pharmaceuticals Inc.,NASDAQ,22-05-20
CROC,EOD/CROC,ProShares UltraShort Australian Dollar,NYSE Arca,22-05-20
CRON,EOD/CRON,Cronos Group Inc.,NASDAQ,22-05-20
CROP,EOD/CROP,IQ Global Agribusiness Small Cap,NYSE Arca,22-05-20
CROX,EOD/CROX,Crocs Inc.,NASDAQ,22-05-20
CRS,EOD/CRS,Carpenter Technology Corporation,NYSE,22-05-20
CRSA,EOD/CRSA,Crescent Acquisition Corp,NASDAQ,21-05-20
CRSAU,EOD/CRSAU,Crescent Acquisition Corp Unit,NASDAQ,19-05-20
CRSAW,EOD/CRSAW,Crescent Acquisition Corp Warrant,NASDAQ,22-05-20
CRSP,EOD/CRSP,CRISPR Therapeutics AG,NASDAQ,22-05-20
CRT,EOD/CRT,Cross Timbers Royalty Trust,NYSE,22-05-20
CRTO,EOD/CRTO,Criteo S.A.,NASDAQ,22-05-20
CRTX,EOD/CRTX,Cortexyme Inc.,NASDAQ,22-05-20
CRUS,EOD/CRUS,Cirrus Logic Inc.,NASDAQ,22-05-20
CRVL,EOD/CRVL,CorVel Corp.,NASDAQ,22-05-20
CRVS,EOD/CRVS,Corvus Pharmaceuticals Inc.,NASDAQ,22-05-20
CRWD,EOD/CRWD,CrowdStrike Holdings Inc.,NASDAQ,22-05-20
CRWS,EOD/CRWS,Crown Crafts Inc.,NASDAQ,22-05-20
CRY,EOD/CRY,CryoLife Inc.,NYSE,22-05-20
CS,EOD/CS,Credit Suisse Group American Depositary Shares,NYSE,22-05-20
CSA,EOD/CSA,Compass EMP US Small Cap 500 Volatility Weighted I,NYSE,22-05-20
CSB,EOD/CSB,Compass EMP US Small Cap High Dividend 100 Volatil,NASDAQ,22-05-20
CSBR,EOD/CSBR,Champions Oncology Inc.,NASDAQ,22-05-20
CSCO,EOD/CSCO,Cisco Systems Inc.,NASDAQ,22-05-20
CSD,EOD/CSD,Invesco S&P Spin-Off,NYSE Arca,22-05-20
CSF,EOD/CSF,Compass EMP U.S. Discovery 500 Enhanced Volatility,NASDAQ,22-05-20
CSFL,EOD/CSFL,CenterState Bank Corporation,NASDAQ,22-05-20
CSGP,EOD/CSGP,CoStar Group Inc.,NASDAQ,22-05-20
CSGS,EOD/CSGS,CSG Systems International Inc.,NASDAQ,22-05-20
CSII,EOD/CSII,Cardiovascular Systems Inc.,NASDAQ,22-05-20
CSIQ,EOD/CSIQ,Canadian Solar Inc.,NASDAQ,22-05-20
CSL,EOD/CSL,Carlisle Companies Incorporated,NYSE,22-05-20
CSLT,EOD/CSLT,Castlight Health Inc. Class B,NYSE,22-05-20
CSML,EOD/CSML,IQ Chaikin U.S. Small Cap ETF,NASDAQ,22-05-20
CSOD,EOD/CSOD,Cornerstone OnDemand Inc.,NASDAQ,22-05-20
CSPI,EOD/CSPI,CSP Inc.,NASDAQ,22-05-20
CSPR,EOD/CSPR,Casper Sleep Inc.,NYSE,22-05-20
CSQ,EOD/CSQ,Calamos Strategic Total Return Fund,NASDAQ,22-05-20
CSSE,EOD/CSSE,Chicken Soup for the Soul Entertainment Inc.,NASDAQ,22-05-20
CSSEP,EOD/CSSEP,Chicken Soup for the Soul Entertainment Inc. 9.75% Series A Cumulative Redeemable Perpetual Preferred Stock,NASDAQ,22-05-20
CSTE,EOD/CSTE,Caesarstone Ltd.,NASDAQ,22-05-20
CSTL,EOD/CSTL,Castle Biosciences Inc.,NASDAQ,22-05-20
CSTM,EOD/CSTM,Constellium SE (France),NYSE,22-05-20
CSTR,EOD/CSTR,CapStar Financial Holdings Inc.,NASDAQ,22-05-20
CSU,EOD/CSU,Capital Senior Living Corporation,NYSE,22-05-20
CSV,EOD/CSV,Carriage Services Inc.,NYSE,22-05-20
CSWC,EOD/CSWC,Capital Southwest Corporation,NASDAQ,22-05-20
CSWCL,EOD/CSWCL,Capital Southwest Corporation 5.95% Notes due 2022,NASDAQ,22-05-20
CSWI,EOD/CSWI,CSW Industrials Inc.,NASDAQ,22-05-20
CSX,EOD/CSX,CSX Corporation,NYSE,22-05-20
CTA.P.A,EOD/CTA_P_A,E.I. du Pont de Nemours and Company Preferred Stock,NYSE,21-05-20
CTA.P.B,EOD/CTA_P_B,E.I. du Pont de Nemours and Company Preferred Stock,NYSE,22-05-20
CTAA,EOD/CTAA,Qwest Corporation 7% Notes due 2056,NYSE,22-05-20
CTAS,EOD/CTAS,Cintas Corporation,NASDAQ,22-05-20
CTB,EOD/CTB,Cooper Tire & Rubber Company,NYSE,22-05-20
CTBB,EOD/CTBB,Qwest Corporation 6.5% Notes due 2056,NYSE,22-05-20
CTBI,EOD/CTBI,Community Trust Bancorp Inc.,NASDAQ,22-05-20
CTDD,EOD/CTDD,Qwest Corporation 6.75% Notes due 2057,NYSE,22-05-20
CTEK,EOD/CTEK,CynergisTek Inc.,NYSE MKT,22-05-20
CTEST,EOD/CTEST,CTEST,NYSE,22-05-20
CTG,EOD/CTG,Computer Task Group Incorporated,NASDAQ,22-05-20
CTHR,EOD/CTHR,Charles & Colvard Ltd.,NASDAQ,22-05-20
CTIB,EOD/CTIB,Yunhong CTI Ltd.,NASDAQ,22-05-20
CTIC,EOD/CTIC,CTI BioPharma Corp.,NASDAQ,22-05-20
CTK,EOD/CTK,CooTek (Cayman) Inc. American Depositary Shares each representing 50 Class A,NYSE,22-05-20
CTL,EOD/CTL,CenturyLink Inc.,NYSE,22-05-20
CTLT,EOD/CTLT,Catalent Inc.,NYSE,22-05-20
CTMX,EOD/CTMX,CytomX Therapeutics Inc.,NASDAQ,22-05-20
CTO,EOD/CTO,CTO Realty Growth Inc.,NYSE MKT,22-05-20
CTR,EOD/CTR,ClearBridge MLP and Midstream Total Return Fund Inc.,NYSE,22-05-20
CTRA,EOD/CTRA,Contura Energy Inc.,NYSE,22-05-20
CTRC,EOD/CTRC,Centric Brands Inc.,NASDAQ,22-05-20
CTRE,EOD/CTRE,CareTrust REIT Inc.,NASDAQ,22-05-20
CTRM,EOD/CTRM,Castor Maritime Inc.,NASDAQ,22-05-20
CTRN,EOD/CTRN,Citi Trends Inc.,NASDAQ,22-05-20
CTS,EOD/CTS,CTS Corporation,NYSE,22-05-20
CTSH,EOD/CTSH,Cognizant Technology Solutions Corporation,NASDAQ,22-05-20
CTSO,EOD/CTSO,CytoSorbents Corporation,NASDAQ,22-05-20
CTST,EOD/CTST,CannTrust Holdings Inc.,NYSE,30-03-20
CTT,EOD/CTT,CatchMark Timber Trust Inc. Class A,NYSE,22-05-20
CTV,EOD/CTV,Qwest Corporation 6.875% Notes due 2054,NYSE,22-05-20
CTVA,EOD/CTVA,Corteva Inc.,NYSE,22-05-20
CTXR,EOD/CTXR,Citius Pharmaceuticals Inc.,NASDAQ,22-05-20
CTXRW,EOD/CTXRW,Citius Pharmaceuticals Inc. Warrant,NASDAQ,22-05-20
CTXS,EOD/CTXS,Citrix Systems Inc.,NASDAQ,22-05-20
CTY,EOD/CTY,Qwest Corporation 6.125% Notes due 2053,NYSE,22-05-20
CTZ,EOD/CTZ,Qwest Corporation 6.625% Notes due 2055,NYSE,22-05-20
CUB,EOD/CUB,Cubic Corporation,NYSE,22-05-20
